StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,article_id,title,initials,access_article,access_supp,design,design_ev,design_judg,design_judg_4_TEXT,design_judg_rat,comments
2019-11-17 10:35:52,2019-11-17 13:20:28,IP Address,100,9875,True,2019-11-17 13:20:29,R_2TFPwnGfQgfV092,anonymous,EN-GB,Beasl2016bank0675,Is alcohol consumption related to likelihood of reporting chronic widespread pain in people with stable consumption? Results from UK biobank,kd,Yes,Not present,no_statement,,cross-sectional,,""" we wished to test whether we could confirm a previous observation of a “reversed J-shaped” relationship between alcohol consumption and pain reporting,"" both exposure and outcome were measured at same time and reflect current levels",
2019-11-17 13:20:35,2019-11-17 13:26:53,IP Address,100,378,True,2019-11-17 13:26:53,R_30kGN1xvzhwFuEG,anonymous,EN-GB,Tyrre2015bank0732,Mental Health and Subjective Well-being of Individuals With Ménière’s Cross-sectional Analysis in the UK Biobank,kd,Present but not accessible,Present but not accessible,,,,,,
2019-11-17 13:39:47,2019-11-17 13:40:02,IP Address,100,14,True,2019-11-17 13:40:02,R_27B9WbyNEFVtu25,anonymous,EN-GB,Culle2017hort2733,The ‘cognitive footprint’ of psychiatric and neurological conditions: cross‐sectional study in the UK Biobank cohort,kd,Yes,Yes,cross-sectional,"""In this cross‐sectional study, we aimed to quantify the prevalence of cognitive impairment in adults with a history of mood disorder... in the UK Biobank cohort.""",,,,include?
2019-11-17 13:41:02,2019-11-17 14:13:31,IP Address,100,1949,True,2019-11-17 14:13:31,R_3fKaCiW4NO3mu9l,anonymous,EN-GB,Tran2018dies4796,Proton pump inhibitor and histamine‐2 receptor antagonist use and risk of liver cancer in two population‐based studies,kd,Yes,Not present,cohort,"""We also conducted a prospective cohort study within the UK Biobank using self‐reported medication use and cancer‐registry recorded primary liver cancer""",,,,contains separate study in another cohort
2019-11-17 14:23:13,2019-11-17 14:27:09,IP Address,100,236,True,2019-11-17 14:27:09,R_ANzXKu8wh0t6ihr,anonymous,EN-GB,Ntuk2017tudy3323,"Association between grip strength and diabetes prevalence in black, South‐Asian, and white European ethnic groups: a cross‐sectional analysis of 418 656 participants in the UK Biobank study",kd,Yes,Yes,cross-sectional,"""s This cross-sectional study used baseline data from the UK Biobank study on 418 656 white European, black and South-Asian participants, aged 40–69 years, who had complete data on diabetes status and hand-grip strength. Associations between hand-grip strength and diabetes were assessed using logistic regression and were adjusted for potential confounding factors""",,,,
2019-11-17 14:37:58,2019-11-17 14:38:25,IP Address,100,26,True,2019-11-17 14:38:25,R_2sdWkgIjTwGanHD,anonymous,EN-GB,Shafi2018bank2527,Dietary intake in people consuming a low‐carbohydrate diet in the UK Biobank,kd,Yes,Yes,cross-sectional,"""The present study is a cross-sectional study comparing dietary intake in individuals consuming a LCHO ... with those consuming a normal carbohydrate diet """,,,,
2019-11-17 14:35:42,2019-11-17 14:43:26,IP Address,100,463,True,2019-11-17 14:43:26,R_3JzxHW2tuez6INq,anonymous,EN-GB,Fergu2018ants3551,Men across a range of ethnicities have a higher prevalence of diabetes: findings from a cross-sectional study of 500 000 UK Biobank participants,kd,Yes,Not present,cross-sectional,"Prevalence study ""This cross-sectional study analysed UK Biobank data from 489 079 participants to compare the prevalence of diabetes mellitus across four major ethnic groups""",,,,
2019-11-17 14:43:33,2019-11-17 14:46:06,IP Address,100,152,True,2019-11-17 14:46:06,R_2SoeVhg4I1h65oI,anonymous,EN-GB,O'Sul2018tudy2915,Annual Ambient UVB at Wavelengths that Induce Vitamin D Synthesis is Associated with Reduced Esophageal and Gastric Cancer Risk: A Nested Case–Control Study,kd,Yes,Yes,case-control,"""The UK Biobank cohort was used for this nested case–control study (N=3732).""",,,,
2019-11-17 14:46:10,2019-11-17 14:59:37,IP Address,100,806,True,2019-11-17 14:59:37,R_siEB2rdrKoORYsN,anonymous,EN-GB,Macfa2017ysis1476,Persons with chronic widespread pain experience excess mortality: longitudinal results from UK Biobank and meta-analysis,kd,Yes,Not present,no_statement,,cohort,,"""We ... model the relationship between [chronic widespread pain] and all-cause mortality, adjusted for age group and sex"". Sample according to exposure",
2019-11-17 14:59:46,2019-11-17 15:05:03,IP Address,100,317,True,2019-11-17 15:05:03,R_2QQW2JsEv12FtrM,anonymous,EN-GB,Celis2017tudy1456,"Association between active commuting and incident cardiovascular disease, cancer, and mortality: prospective cohort study",kd,Yes,Yes,no_statement,,cohort,,"""we ...investigate the association between different types of active commuting and incident CVD, cancer, and all cause mortality"". Do not sample based on outcome",
2019-11-17 16:10:15,2019-11-17 16:14:02,IP Address,100,226,True,2019-11-17 16:14:02,R_3NERrIcx4vAPrsO,anonymous,EN-GB,Celis2018ants1651,"Associations of grip strength with cardiovascular, respiratory, and cancer outcomes and all cause mortality: prospective cohort study of half a million UK Biobank participants",kd,Yes,Yes,cohort,"""prospective cohort study of half a million UK Biobank participants""",,,,
2019-11-17 16:14:09,2019-11-17 16:19:24,IP Address,100,315,True,2019-11-17 16:19:24,R_2ruLHcZTUkXiQx3,anonymous,EN-GB,Peter2014tudy5663,"Do smoking habits differ between women and men in contemporary Western populations? Evidence from half a million people in the UK Biobank study ",kd,Yes,Yes,cross-sectional,"""Design Cross-sectional population-based study.""",,,,
2019-11-17 16:19:28,2019-11-17 16:22:35,IP Address,100,187,True,2019-11-17 16:22:35,R_1ex7t4OZ9to3y4i,anonymous,EN-GB,Peter2016bank0007,"Sex differences in body anthropometry and composition in individuals with and without diabetes in the UK Biobank ",kd,Yes,Yes,cross-sectional,"""A cross-sectional study of 480 813 participants from the UK Biobank without history of CVD """,,,,
2019-11-17 16:22:48,2019-11-17 16:25:13,IP Address,100,145,True,2019-11-17 16:25:13,R_2Bg1ACnLKIODNd2,anonymous,EN-GB,Cassi2016etes0038,"Cross-sectional study of diet, physical activity, television viewing and sleep duration in 233 110 adults from the UK Biobank; the behavioural phenotype of cardiovascular disease and type 2 diabetes ",kd,Yes,Yes,cross-sectional,"""Design Cross-sectional observational study.""",,,,
2019-11-17 16:25:33,2019-11-17 16:27:10,IP Address,100,96,True,2019-11-17 16:27:10,R_7PMkEVN3zEznk9H,anonymous,EN-GB,Bradb2017bank1843,"Association between physical activity and body fat percentage, with adjustment for BMI: a large cross-sectional analysis of UK Biobank ",kd,Yes,Yes,cross-sectional,"""Design A cross-sectional analysis of participants recruited into UK Biobank in 2006–2010.""",,,,
2019-11-17 16:27:14,2019-11-17 16:29:56,IP Address,100,162,True,2019-11-17 16:29:56,R_3NOJhCAAdK199RG,anonymous,EN-GB,Nevad2016bank2177,"Commonly prescribed drugs associate with cognitive function: a cross-sectional study in UK Biobank ",kd,Yes,Yes,cross-sectional,"""Owing to the cross-sectional design, it is difficult to make causal inferences between medication and cognitive function.""",,,,
2019-11-17 16:30:03,2019-11-17 16:34:45,IP Address,100,281,True,2019-11-17 16:34:45,R_10xfgPQIKIvreDm,anonymous,EN-GB,Strac2017dies5381,"Ventilatory function as a predictor of mortality in lifelong non-smokers: evidence from large British cohort studies ",kd,Yes,Yes,no_statement,,cohort,,"""In this report, we compare the relationship of lung function measures (FEV1 and FVC) with subsequent mortality in UK Biobank (UKB)"". Did not sample based on outcomes",
2019-11-17 16:34:59,2019-11-17 16:37:37,IP Address,100,157,True,2019-11-17 16:37:37,R_21yxF49OvLizIKk,anonymous,EN-GB,Falco2017bank7132,Patterns and correlates of active commuting in adults with type 2 diabetes: cross-sectional evidence from UK Biobank,kd,Yes,Not present,cross-sectional,"""Design Cross-sectional analysis of a cohort study.""",,,,
2019-11-17 16:37:46,2019-11-17 16:38:54,IP Address,100,67,True,2019-11-17 16:38:54,R_3n8W2pu9Ny1kNDS,anonymous,EN-GB,Hanlo2018tudy8404,"Examining patterns of multimorbidity, polypharmacy and risk of adverse drug reactions in chronic obstructive pulmonary disease: a cross-sectional UK Biobank study ",kd,Yes,Yes,cross-sectional,"""Design Cross-sectional.""",,,,
2019-11-17 16:39:28,2019-11-17 16:41:07,IP Address,100,98,True,2019-11-17 16:41:07,R_do3djD5jjOUDy2l,anonymous,EN-GB,Benne2018bank0017,"Sex differences in macronutrient intake and adherence to dietary recommendations: findings from the UK Biobank ",kd,Yes,Yes,cross-sectional,"""Cross-sectional data were used from the UK Biobank""",,,,
2019-11-17 16:41:10,2019-11-17 16:43:45,IP Address,100,154,True,2019-11-17 16:43:45,R_3DiJMoKAQAuAIEn,anonymous,EN-GB,Drega2017ders1214,"Cardiovascular and type 2 diabetes morbidity and all-cause mortality among diverse chronic inflammatory disorders ",kd,Yes,Yes,"cohort,cross-sectional","""Methods The UK Biobank data were used to conduct two investigations: a cross-sectional study to estimate cardiometabolic risk and a prospective cohort study to estimate mortality risk""",,,,
2019-11-17 16:43:53,2019-11-17 17:14:06,IP Address,100,1812,True,2019-11-17 17:14:06,R_1NrGRY5fRAt917V,anonymous,EN-GB,Drega2018tudy2610,Arterial stiffness association with chronic inflammatory disorders in the UK Biobank study,kd,Yes,Yes,no_statement,,cross-sectional,,"""The present study tested the hypothesis that arterial stiffness will be elevated across overall and specific inflammatory disorders compared with an inflammation-free comparison group."". Outcome and exposure measures were taken at the same time and they only included ""267 440 women and 215 088 men without a history of CVD at baseline""",
2019-11-17 17:16:12,2019-11-17 17:23:26,IP Address,100,433,True,2019-11-17 17:23:26,R_2RPNL2ng1IXUuki,anonymous,EN-GB,Woodw2018bank2289,Women’s reproductive factors and incident cardiovascular disease in the UK Biobank FREE,kd,Yes,Yes,no_statement,,cohort,,"""In the present study, we use prospective data from 482 000 women and men in the UK Biobank to assess the relationship between reproductive factors and the risk of incident CVD in later life"" using Cox proportional models. Did not sample based on outcome (CVD) which was measured at follow-up",
2019-11-17 17:23:40,2019-11-17 17:26:42,IP Address,100,181,True,2019-11-17 17:26:42,R_32W8aChjYBg8RLP,anonymous,EN-GB,Hakul2018omen2663,"Social isolation and loneliness as risk factors for myocardial infarction, stroke and mortality: UK Biobank cohort study of 479 054 men and women",kd,Yes,Yes,no_statement,,cohort,,"""Associations between social isolation and loneliness with incident AMI, stroke and mortality after AMI or stroke were examined using Cox proportional hazards models"". Did not sample based on outcome (i.e. AMI, stroke and mortality)",
2019-11-17 18:28:55,2019-11-17 18:32:49,IP Address,100,233,True,2019-11-17 18:32:49,R_r09RgWu22t96ITv,anonymous,EN-GB,Pante2018lity2699,"Using alternatives to the car and risk of all-cause, cardiovascular and cancer mortality ",kd,Yes,Yes,no_statement,,cohort,,"""we...investigate prospective associations between more active patterns of travel relative to exclusive car use and cardiovascular disease (CVD), cancer and all-cause mortality"". Outcomes measured at follow up. Did not sample based on outcomes. ",
2019-11-17 18:34:02,2019-11-17 18:37:25,IP Address,100,203,True,2019-11-17 18:37:25,R_3Rk1wRNpuvn9eBf,anonymous,EN-GB,Batty2016bank7267,"Psychological distress, neuroticism, and cause-specific mortality: early prospective evidence from UK Biobank ",kd,Yes,Yes,no_statement,,cohort,,"""we tested the possibility that it is the neuroticism trait ... is generating an increased risk of mortality."" Mortality measured at follow-up. Did not sample based on outcome.",
2019-11-17 18:37:39,2019-11-17 18:40:55,IP Address,100,196,True,2019-11-17 18:40:56,R_30p0UTj3iis6VJ0,anonymous,EN-GB,Siebe2016ants0267,"Characteristics of rheumatoid arthritis and its association with major comorbid conditions: cross-sectional study of 502 649 UK Biobank participants ",kd,Yes,Yes,cross-sectional,"""We undertook a cross-sectional study using baseline data from the unique UK Biobank""",,,,
2019-11-17 18:48:27,2019-11-17 18:53:34,IP Address,100,306,True,2019-11-17 18:53:34,R_p5AqHLe5Ou2b3q1,anonymous,EN-GB,Lopha2017ings0288,Development of a Cancer Risk Prediction Tool for Use in the UK Primary Care and Community Settings,kd,Yes,Not present,no_statement,,other,model validation,"""To demonstrate model validation, we selected breast cancer risk prediction as an example. The UKBiobank cohort was used for the validation exercise""",Exclude? also exclude other paper that compares 14 risk models?
2019-11-17 18:53:36,2019-11-17 18:55:59,IP Address,100,143,True,2019-11-17 18:56:00,R_1kNE4Md3ifQVbhn,anonymous,EN-GB,Ul-Ha2014ants3077,"Heaviness, health and happiness: a cross-sectional study of 163066 UK Biobank participants",kd,Yes,Yes,cross-sectional,"""We conducted a cross-sectional study of the 163 066 UK Biobank participants who completed the happiness rating. """,,,,
2019-11-17 18:56:04,2019-11-17 18:58:33,IP Address,100,149,True,2019-11-17 18:58:33,R_1qeK7eXLYixwnwx,anonymous,EN-GB,DeMat2016tudy3406,Occupations associated with COPD risk in the large population-based UK Biobank cohort study,kd,Yes,Yes,cross-sectional,"""we conducted a cross-sectional analysis to identify the occupations associated with higher risk of COPD nested in the large population-based UK Biobank cohort.""",,,,
2019-11-17 18:58:42,2019-11-17 19:25:42,IP Address,100,1620,True,2019-11-17 19:25:42,R_1MSsyHMTHkN3FT9,anonymous,EN-GB,Welsh2018bank0945,Association of Total and Differential Leukocyte Counts With Cardiovascular Disease and Mortality in the UK Biobank,kd,Yes,Yes,no_statement,,cohort,,"""we examined the association between WBC and the differential leukocyte counts with all-cause mortality, CVD mortality, and non-CVD mortality in the UK Biobank population"". Did not sample based on outcome",
2019-11-17 19:25:46,2019-11-17 19:48:32,IP Address,100,1366,True,2019-11-17 19:48:33,R_2dQNoam15OktZQW,anonymous,EN-GB,Khurs2018ults6273,Frequency of Cardiac Rhythm Abnormalities in a Half Million Adults,kd,Yes,Yes,no_statement,,cohort,,"""We tested associations between risk factors and incident rhythm abnormalities using multivariable proportional hazards regression"". Did not sample based on outcome",
2019-11-17 19:48:55,2019-11-17 19:55:31,IP Address,100,395,True,2019-11-17 19:55:31,R_wXyN3NnFXYUCUmt,anonymous,EN-GB,vande2018eath8341,Heart Rate Recovery 10 Seconds After Cessation of Exercise Predicts Death,kd,Yes,Yes,no_statement,,cohort,,"""The purpose of this work was therefore to systematically study HRR at multiple time intervals after cessation of exercise as predictors of mortality."" Did not sample based on outcome. Used cox proportional models.",
2019-11-17 20:00:38,2019-11-17 20:00:53,IP Address,100,15,True,2019-11-17 20:00:53,R_3njxcXZc0iY8G6N,anonymous,EN-GB,Peter2018bank8507,Sex Differences in the Association Between Measures of General and Central Adiposity and the Risk of Myocardial Infarction: Results From the UK Biobank,kd,Yes,Yes,no_statement,,cohort,,"""This large prospective study among 480 000 women and men demonstrates that higher levels of measures of central and general adiposity are each associated with an increased risk of MI in later life"". Did not sample based on outcome. Used Cox proportional models.",
2019-11-17 19:59:26,2019-11-17 20:05:50,IP Address,100,383,True,2019-11-17 20:05:50,R_1BRGqRN9YxizqXp,anonymous,EN-GB,Lindh2018tion8970,Bioimpedance and New‐Onset Heart Failure: A Longitudinal Study of >500 000 Individuals From the General Population,kd,Yes,Yes,no_statement,,other,machine learning,"""We hypothesized that novel risk factors for incident heart failure in the UK Biobank ... could be identified in an agnostic search by machine learning techniques, combined with confirmatory in‐depth analyses.""",exclude? Otherwise a cohort design
2019-11-17 20:05:55,2019-11-17 20:42:50,IP Address,100,2215,True,2019-11-17 20:42:51,R_3JKGA05MZF1a14B,anonymous,EN-GB,Amara2017bank45OC,Female Smokers Are at Greater Risk of Airflow Obstruction Than Male Smokers. UK Biobank,kd,Yes,Yes,no_statement,,other,UNCERTAIN,"Cross sectional or cohort? ""The aim of this study was to examine the risk of airflow obstruction ... in relation to a self-reported cigarette smoking history"". Did not sample based on outcome but all measures taken at same time.",RR
2019-11-17 20:45:02,2019-11-17 20:47:14,IP Address,100,132,True,2019-11-17 20:47:14,R_9NRny2q3XGDgayd,anonymous,EN-GB,Gale2017bank9813,When Is Higher Neuroticism Protective Against Death? Findings From UK Biobank,kd,Yes,Yes,no_statement,,cohort,,"""We used data from UK Biobank to investigate the association between neuroticism and mortality"". Outcome measured at follow up. Did not sample based on outcome",
2019-11-17 20:47:21,2019-11-17 20:49:46,IP Address,100,144,True,2019-11-17 20:49:46,R_336Uix8uqsVuzZw,anonymous,EN-GB,Kunzm2018bank3558,"Physical activity, sedentary behaviour and risk of oesophago-gastric cancer: A prospective cohort study within UK Biobank",kd,Yes,Yes,cohort,"""Objective: This prospective cohort study aimed to assess the association between physical activity and risk of oesophageal or gastric cancer""",,,,
2019-11-17 20:49:51,2019-11-17 20:51:49,IP Address,100,118,True,2019-11-17 20:51:50,R_vOFWIMRHOL3G90Z,anonymous,EN-GB,Seeto2017nder6395,The Influence of Social Interaction and Physical Health on the Association Between Hearing and Depression With Age and Gender,kd,Yes,Not present,cross-sectional,"""Using cross-sectional data from the UK Biobank .. this study""",,,,
2019-11-17 20:51:52,2019-11-17 20:55:31,IP Address,100,218,True,2019-11-17 20:55:31,R_27p04vQYaV8xxvz,anonymous,EN-GB,Amara2016data2016,Lower lung function associates with cessation of menstruation: UK Biobank data,kd,Yes,Yes,cross-sectional,"""Our study also has limitations. As with all cross-sectional studies, we are unable to draw firm conclusions in terms of temporality.""",,,,
2019-11-17 22:54:27,2019-11-17 23:00:00,IP Address,100,333,True,2019-11-17 23:00:01,R_1di88OR9pIouA9w,anonymous,EN-GB,Cai2017oach2015,"Ambient air pollution, traffic noise and adult asthma prevalence: a BioSHaRE approach",KD,Yes,Yes,cross-sectional,"""In this cross-sectional study involving three large European cohorts"" including UK biobank",,,,
2019-11-17 23:00:05,2019-11-17 23:02:44,IP Address,100,158,True,2019-11-17 23:02:44,R_2wTdoC9oPCXSjUt,anonymous,EN-GB,Ul-Ha2014ants-153,"Gender differences in the association between adiposity and probable major depression: a cross-sectional study of 140,564 UK Biobank participants",kd,Yes,Yes,cross-sectional,"""We conducted a cross-sectional study using baseline data on the sub-group of UK Biobank""",,,,
2019-11-17 23:02:47,2019-11-17 23:04:49,IP Address,100,122,True,2019-11-17 23:04:50,R_2Yhb5bHd1pIt5Gf,anonymous,EN-GB,Nicho2015bank43-5,Ethnic differences in the association between depression and chronic pain: cross sectional results from UK Biobank,kd,Yes,Not present,cross-sectional,"""Cross-sectional study of UK Biobank participants """,,,,
2019-11-17 23:05:02,2019-11-17 23:07:06,IP Address,100,124,True,2019-11-17 23:07:07,R_6QBc7h2g4CsZSil,anonymous,EN-GB,Nicho2014bank50-4,"Chronic multisite pain in major depression and bipolar disorder: cross-sectional study of 149,611 participants in UK Biobank",kd,Yes,Yes,cross-sectional,"""We conducted a cross-sectional study of 149,611 UK Biobank participants.""",,,,
2019-11-17 23:07:09,2019-11-17 23:13:17,IP Address,100,367,True,2019-11-17 23:13:17,R_29cCHSSiqd71DOP,anonymous,EN-GB,Celis2018tudy63-1,"Associations of discretionary screen time with mortality, cardiovascular disease and cancer are attenuated by strength, fitness and physical activity: findings from the UK Biobank study",kd,Yes,Yes,no_statement,,cohort,,"""aim of this study was to determine whether the associations of screen time with cardiovascular disease and all-cause mortality were modified by levels of cardiorespiratory fitness, grip strength or physical activity."". Did not sample based on outcome. Mortality measured at follow up",
2019-11-17 23:13:20,2019-11-17 23:15:40,IP Address,100,139,True,2019-11-17 23:15:40,R_3ktsqHq7ARXAMvS,anonymous,EN-GB,Cassi2017bank14-y,"Low physical activity, high television viewing and poor sleep duration cluster in overweight and obese adults; a cross-sectional study of 398,984 participants from the UK Biobank",kd,Yes,Yes,cross-sectional,"""A cross sectional analysis was conducted on baseline data from the UK Biobank""",,,,
2019-11-17 23:15:42,2019-11-17 23:19:15,IP Address,100,212,True,2019-11-17 23:19:15,R_3QVP5RKftRqRffb,anonymous,EN-GB,Burgo2018ants99-8,"Examining the interaction of fast-food outlet exposure and income on diet and obesity: evidence from 51,361 UK Biobank participants",kd,Yes,Yes,cross-sectional,"""Our study has a number of limitations, foremost of which is the cross-sectional, observational study design""",,,,
2019-11-17 23:19:22,2019-11-17 23:29:09,IP Address,100,587,True,2019-11-17 23:29:10,R_2TEPELjL31notJp,anonymous,EN-GB,Peter2018ject7.12,Neuroticism and suicide in a general population cohort: results from the UK Biobank Project,kd,Yes,Not present,no_statement,,cohort,,"""Aims \n To examine whether neuroticism is associated with suicide deaths after adjusting for known risks"". Suicide measured at follow up. Did not sample based on outcome. ",
2019-11-17 23:29:18,2019-11-17 23:31:50,IP Address,100,151,True,2019-11-17 23:31:50,R_1C77a0PzYD8SSqP,anonymous,EN-GB,Marti2016tudy7784,"Cardiometabolic disease and features of depression and bipolar disorder: Population-based, cross-sectional study",kd,Yes,Yes,cross-sectional,"""Method \n Cross-sectional study of 145 991 UK Biobank participants""",,,,
2019-11-17 23:31:54,2019-11-17 23:35:15,IP Address,100,201,True,2019-11-17 23:35:15,R_2tGvnvrwHrIqo9j,anonymous,EN-GB,Lyall2016hort2154,Low birth weight and features of neuroticism and mood disorder in 83 545 participants of the UK Biobank cohort,kd,Yes,Not present,cohort,"""Retrospective cohort study using baseline data on the 83 545 UK Biobank participants""",,,,RR
2019-11-17 23:35:31,2019-11-18 08:29:25,IP Address,100,32033,True,2019-11-18 08:29:25,R_22xmkgg2dvKV3Aw,anonymous,EN-GB,Duart2017hods0071,Visualization of Cancer and Cardiovascular Disease Co-Occurrence With Network Methods,kd,Yes,Yes,no_statement,,other,UNCERTAIN,Sample based on outcome but looks like outcome was measured at same time as exposure and that measures reflect current situation,
2019-11-18 08:29:31,2019-11-18 08:41:20,IP Address,100,708,True,2019-11-18 08:41:20,R_bNNxX6EinjKfRQJ,anonymous,EN-GB,Mulle2017tudy2467,Lung Cancer Risk Prediction Model Incorporating Lung Function: Development and Validation in the UK Biobank Prospective Cohort Study,kd,Yes,Not present,no_statement,,other,model validation,"Exclude?  ""We sought to develop and internally validate a model incorporating lung function using data from the UK Biobank"". If include has a cohort design: did not sample based on outcome and examined association between numerous exposures and lung cancer measured at follow up.",RR
2019-11-18 08:45:04,2019-11-18 08:48:37,IP Address,100,213,True,2019-11-18 08:48:38,R_2yexRleQfRyFX5N,anonymous,EN-GB,Wijnd2017ties1206,Mortality Risk Reductions from Substituting Screen Time by Discretionary Activities,kd,Yes,Yes,no_statement,,cohort,,"""We estimated the all-cause mortality risk reductions associated with substituting leisure screen time with different discretionary physical activity types"". Did not sample based on outcome. Outcome measured at follow up. Used Cox regression. ",
2019-11-18 08:48:40,2019-11-18 08:53:06,IP Address,100,265,True,2019-11-18 08:53:06,R_1pYFCMfMgC0FL4A,anonymous,EN-GB,Celis2019lity1795,Walking Pace Is Associated with Lower Risk of All-Cause and Cause-Specific Mortality,kd,Yes,Yes,no_statement,,cohort,,"""he aim of this study was to investigate whether usual walking pace is associated with a range of health outcomes"". Outcomes measured at follow up. Did not sample based on outcome",
2019-11-18 08:53:09,2019-11-18 09:03:24,IP Address,100,614,True,2019-11-18 09:03:24,R_NVeGB15UpdTjmPT,anonymous,EN-GB,Doiro2017orts1353,Residential Air Pollution and Associations with Wheeze and Shortness of Breath in Adults: A Combined Analysis of Cross-Sectional Data from Two Large European Cohorts,kd,Yes,Yes,cross-sectional,"""the findings from our cross-sectional analysis of data from adult cohorts in the United Kingdom and Netherlands """,,,,
2019-11-18 09:11:02,2019-11-18 09:14:40,IP Address,100,218,True,2019-11-18 09:14:41,R_2qf9aSmomyo5rKj,anonymous,EN-GB,Moore2014 age7720,"Relation between Speech-in-Noise Threshold, Hearing Loss and Cognition from 40–69 Years of Age",kd,Yes,Yes,no_statement,,cross-sectional,,"""In this study we investigated the relation between DTT SRT and cognitive ability as a function of age, sex, socioeconomic status, and noise exposure. "" Some exposures were historical but did not sample based on outcome",
2019-11-18 09:15:20,2019-11-18 09:17:35,IP Address,100,134,True,2019-11-18 09:17:35,R_26hv9aRaZsiIRUt,anonymous,EN-GB,McCor2014tion4711,Association of Dietary Factors with Presence and Severity of Tinnitus in a Middle-Aged UK Population,kd,Yes,Yes,cross-sectional,"""However, as a cross-sectional study, this work can only suggest associations of diet with tinnitus reporting and generate hypotheses""",,,,
2019-11-18 09:17:37,2019-11-18 09:22:08,IP Address,100,270,True,2019-11-18 09:22:09,R_3KNkcadqW63fXVp,anonymous,EN-GB,Dawes2015sion9616,"Hearing Loss and Cognition: The Role of Hearing Aids, Social Isolation and Depression",kd,Yes,Not present,cross-sectional,"""In cross-sectional modelling in a large sample of UK adults, hearing aid use was associated with better cognition""",,,,
2019-11-18 09:22:20,2019-11-18 09:24:14,IP Address,100,113,True,2019-11-18 09:24:14,R_2CO2fqXqITkgnSk,anonymous,EN-GB,Dare2015tion3579,"Relationship between Smoking and Obesity: A Cross-Sectional Study of 499,504 Middle-Aged Adults in the UK General Population",kd,Yes,Not present,cross-sectional,"""A cross-sectional study was conducted using baseline data from UK Biobank""",,,,
2019-11-18 09:24:31,2019-11-18 10:37:25,IP Address,100,4374,True,2019-11-18 10:37:25,R_3LXtotIS6skf2gM,anonymous,EN-GB,Dawes2015hood6590,"The Effect of Prenatal and Childhood Development on Hearing, Vision and Cognition in Adulthood",kd,Yes,Not present,"cross-sectional,no_statement","""The study was observational with cross-sectional and longitudinal measurement""",cohort,,""" We also examined change in hearing, vision and cognitive function longitudinally over ~4 years as a function of birth weight and adult height. "" Did not sample based on outcome",
2019-11-18 10:37:30,2019-11-18 10:50:00,IP Address,100,749,True,2019-11-18 10:50:00,R_1PbkOaEiDhKXqF3,anonymous,EN-GB,Cumbe2015tudy9780,Frequency and Distribution of Refractive Error in Adult Life: Methodology and Findings of the UK Biobank Study,kd,Yes,Yes,cross-sectional,""" However the cross-sectional nature of the present study makes it difficult to assess causality""",,,,
2019-11-18 10:50:06,2019-11-18 10:51:23,IP Address,100,76,True,2019-11-18 10:51:23,R_1lzSsFXTCxCzETp,anonymous,EN-GB,Cassi2017ants7982,"The cardio-metabolic impact of taking commonly prescribed analgesic drugs in 133,401 UK Biobank participants",kd,Yes,Yes,cross-sectional,"""This cross-sectional analysis of the UK Biobank cohort""",,,,
2019-11-18 10:52:04,2019-11-18 10:54:56,IP Address,100,171,True,2019-11-18 10:54:56,R_3OjexSDqzyQniFK,anonymous,EN-GB,Al-Aj2018tors1097,Risk of breast cancer in the UK biobank female cohort and its relationship to anthropometric and reproductive factors,kd,Yes,Yes,no_statement,,case-control,,"""The case-control groups were identified by utilizing all these three data sources."" Sampled based on outcome",
2019-11-18 10:54:59,2019-11-18 10:57:10,IP Address,100,131,True,2019-11-18 10:57:10,R_1nOVYFr5mZubCKr,anonymous,EN-GB,Pilli2018ears3504,"Red cell distribution width and common disease onsets in 240,477 healthy volunteers followed for up to 9 years",kd,Yes,Yes,no_statement,,cohort,,"""We undertook a prospective analysis of RDW% using 240,477 healthy UK Biobank study volunteers aged 40–70 years at baseline, with outcomes ascertained during follow-up (≤9 years)"" Did not sample based on outcome",
2019-11-18 10:57:17,2019-11-18 11:05:05,IP Address,100,467,True,2019-11-18 11:05:05,R_3KClNT4glVqnRpM,anonymous,EN-GB,Abboo2018bank0207,The link between ankylosing spondylitis and oral health conditions: two nested case-control studies using data of the UK Biobank,kd,Yes,Not present,case-control,"""The aims of this study are:  To report the findings of two case-control studies based on the UK Biobank database;""",,,,two case-control studies
2019-11-18 11:05:18,2019-11-18 11:10:21,IP Address,100,302,True,2019-11-18 11:10:21,R_2TZhs7OohKGRyCU,anonymous,EN-GB,Celis2017tudy0921,"Associations Between Diabetes and Both Cardiovascular Disease and All-Cause Mortality Are Modified by Grip Strength: Evidence From UK Biobank, a Prospective Population-Based Cohort Study",kd,Yes,Yes,cohort,"""We undertook a prospective, general population cohort study by using UK Biobank""",,,,
2019-11-18 11:10:24,2019-11-18 11:13:42,IP Address,100,197,True,2019-11-18 11:13:42,R_2VeWxccvsUBIZQK,anonymous,EN-GB,Jenki2018king2508,"Adiposity-Mortality Relationships in Type 2 Diabetes, Coronary Heart Disease, and Cancer Subgroups in the UK Biobank, and Their Modification by Smoking",kd,Yes,Yes,cohort,"""Main Findings \n This large cohort study provides several original observations. """,,,,
