title,source,doi
Genome-wide analysis of self-reported risk-taking behaviour and cross-disorder genetic correlations in the UK Biobank cohort,PubMed - exported 15/01/19,10.1038/s41398-017-0079-1
A gain-of-function variant in DIAPH1 causes dominant macrothrombocytopenia and hearing loss,Embase - exported 15/01/19,10.1182/blood-2015-10-675629
"Meta-analysis of Icelandic and UK data sets identifies missense variants in SMO, IL11, COL11A1 and 13 more new loci associated with osteoarthritis",Embase - exported 15/01/19,10.1038/s41588-018-0247-0
UK biobank: an open access resource for identifying the causes of a wide range of complex diseases of middle and old age,WoSCC - exported 15/01/19,10.1371/journal.pmed.1001779
Fully-automated left ventricular mass and volume MRI analysis in the UK Biobank population cohort: evaluation of initial results,Embase - exported 15/01/19,10.1007/s10554-017-1225-9
Modelling the distribution of white matter hyperintensities due to ageing on MRI images using Bayesian inference,Embase - exported 15/01/19,10.1016/j.neuroimage.2018.10.042
"Genome-wide meta-analysis of 158,000 individuals of European ancestry identifies three loci associated with chronic back pain",WoSCC - exported 15/01/19,10.1371/journal.pgen.1007601
Abnormal brain white matter microstructure is associated with both pre-hypertension and hypertension,PubMed - exported 15/01/19,10.1371/journal.pone.0187600
Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits,Embase - exported 15/01/19,10.1016/j.ajhg.2017.04.014
Learning-Based Quality Control for Cardiac MR Images,Embase - exported 15/01/19,10.1109/TMI.2018.2878509
"Associations of coffee genetic risk scores with consumption of coffee, tea and other beverages in the UK Biobank",WoSCC - exported 15/01/19,10.1111/add.13975
The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study,PubMed - exported 15/01/19,10.1093/hmg/ddy434
Is smoking heaviness causally associated with alcohol use? A Mendelian randomization study in four European cohorts,Embase - exported 15/01/19,10.1093/ije/dyy027
A transcriptome-wide association study identifies PALMD as a susceptibility gene for calcific aortic valve stenosis,PubMed - exported 15/01/19,10.1038/s41467-018-03260-6
Polygenic Contribution in Individuals With Early-Onset Coronary Artery Disease,WoSCC - exported 15/01/19,10.1161/CIRCGEN.117.001849
Effects of Age on Long Term Memory for Degraded Speech,PsycINFO - exported 15/01/19,10.3389/fnhum.2016.00473
"Frequency and phenotype of type 1 diabetes in the first six decades of life: a cross-sectional, genetically stratified survival analysis from UK Biobank",Embase - exported 15/01/19,10.1016/S2213-8587(17)30362-5
Variation in lung function and alterations in cardiac structure and function-Analysis of the UK Biobank cardiovascular magnetic resonance imaging substudy,PubMed - exported 15/01/19,10.1371/journal.pone.0194434
Coding variants in RPL3L and MYZAP increase risk of atrial fibrillation,PubMed - exported 15/01/19,10.1038/s42003-018-0068-9
"Associations of Fitness, Physical Activity, Strength, and Genetic Risk With Cardiovascular Disease: Longitudinal Analyses in the UK Biobank Study",Embase - exported 15/01/19,10.1161/CIRCULATIONAHA.117.032432
Biological Insights Into Muscular Strength: Genetic Findings in the UK Biobank,,
,,
Market-driven production of biospecimens and the role of NHS hospital-led biobanks,WoSCC - exported 15/01/19,10.1111/1467-9566.12584
Visual query expansion with or without geometry: Refining local descriptors by feature aggregation,WoSCC - exported 15/01/19,10.1016/j.patcog.2014.04.007
Anthropometric and physiologic characteristics in white and British Indian vegetarians and nonvegetarians in the UK Biobank,Embase - exported 15/01/19,10.1093/ajcn/nqy042
Assessment of the genetic and clinical determinants of fracture risk: genome wide association and mendelian randomisation study,WoSCC - exported 15/01/19,10.1136/bmj.k3225
GWAS meta-analysis reveals novel loci and genetic correlates for general cognitive function: a report from the COGENT consortium,WoSCC - exported 15/01/19,10.1038/mp.2016.244
Proton pump inhibitor and histamine-2 receptor antagonist use and risk of liver cancer in two population-based studies,Embase - exported 15/01/19,10.1111/apt.14796
Night Shift Work and Breast Cancer Incidence: Three Prospective Studies and Meta-analysis of Published Studies,PubMed - exported 15/01/19,10.1093/jnci/djw169
"Genetics, lifestyle and environment. UK Biobank is an open access resource following the lives of 500,000 participants to improve the health of future generations",Embase - exported 15/01/19,10.1007/s00103-015-2297-0
Mosaic Turner syndrome shows reduced penetrance in an adult population study,Embase - exported 15/01/19,10.1038/s41436-018-0271-6
Protein-altering variants associated with body mass index implicate pathways that control energy intake and expenditure in obesity,WoSCC - exported 15/01/19,10.1038/s41588-017-0011-x
Multi-trait analysis of genome-wide association summary statistics using MTAG,WoSCC - exported 15/01/19,10.1038/s41588-017-0009-4
"Height, body mass index, and socioeconomic status: mendelian randomisation study in UK Biobank",WoSCC - exported 15/01/19,10.1136/bmj.i582
Using genetics to understand the causal influence of higher BMI on depression,PubMed - exported 15/01/19,10.1093/ije/dyy223
"Associations of Leg Length, Trunk Length, and Total Adult Height With Meniere's: Cross-Sectional Analysis in the UK Biobank",Embase - exported 15/01/19,10.1097/AUD.0000000000000132
"Prevalence, associated factors, and comorbid conditions for Meniere's disease",Embase - exported 15/01/19,10.1097/AUD.0000000000000041
Parental diabetes and birthweight in 236 030 individuals in the UK biobank study,Embase - exported 15/01/19,10.1093/ije/dyt220
Mental Health and Subjective Well-being of Individuals With Meniere's: Cross-sectional Analysis in the UK Biobank,Embase - exported 15/01/19,http://dx.doi.org/10.1097/MAO.0000000000000732
The Cost of Meniere's Disease: A Novel Multisource Approach,Embase - exported 15/01/19,10.1097/AUD.0000000000000264
Gene-obesogenic environment interactions in the UK Biobank study,WoSCC - exported 15/01/19,10.1093/ije/dyw337
Type 2 diabetes genetic loci informed by multi-trait associations point to disease mechanisms and subtypes: A soft clustering analysis,PubMed - exported 15/01/19,10.1371/journal.pmed.1002654
The sleep EEG spectrum is a sexually dimorphic marker of general intelligence,WoSCC - exported 15/01/19,10.1038/s41598-017-18124-0
"Heaviness, health and happiness: a cross-sectional study of 163066 UK Biobank participants",PsycINFO - exported 15/01/19,10.1136/jech-2013-203077
"Gender differences in the association between adiposity and probable major depression: a cross-sectional study of 140,564 UK Biobank participants",PubMed - exported 15/01/19,10.1186/1471-244X-14-153
External validation of risk prediction models for incident colorectal cancer using UK Biobank,Embase - exported 15/01/19,10.1038/bjc.2017.463
Genetic predisposition to uterine leiomyoma is determined by loci for genitourinary development and genome stability,Embase - exported 15/01/19,10.7554/eLife.37110
Heart Rate Recovery 10 Seconds After Cessation of Exercise Predicts Death,PubMed - exported 15/01/19,10.1161/JAHA.117.008341
Discovery of novel heart rate-associated loci using the Exome Chip,Embase - exported 15/01/19,10.1093/hmg/ddx113
Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease,Embase - exported 15/01/19,10.1161/CIRCRESAHA.117.312086
Estimating sleep parameters using an accelerometer without sleep diary,PubMed - exported 15/01/19,10.1038/s41598-018-31266-z
Pleiotropy-robust Mendelian randomization,PubMed - exported 15/01/19,10.1093/ije/dyx002
Active recruitment and limited participant-load related to high participation in large population-based biobank studies,WoSCC - exported 15/01/19,10.1016/j.jclinepi.2016.03.009
Deep Learning for Predicting Refractive Error From Retinal Fundus Images,Embase - exported 15/01/19,10.1167/iovs.18-23887
Cannabis use and risk of schizophrenia: a Mendelian randomization study,WoSCC - exported 15/01/19,10.1038/mp.2016.252
Enhanced Contribution of HLA in Pediatric Onset Ulcerative Colitis,Embase - exported 15/01/19,10.1093/ibd/izx084
"Identification of 15 novel risk loci for coronary artery disease and genetic risk of recurrent events, atrial fibrillation and heart failure",Embase - exported 15/01/19,10.1038/s41598-017-03062-8
Genetic study links components of the autonomous nervous system to heart-rate profile during exercise,PubMed - exported 15/01/19,10.1038/s41467-018-03395-6
"Night Shift Work, Genetic Risk, and Type 2 Diabetes in the UK Biobank",Embase - exported 15/01/19,10.2337/dc17-1933
Lessons from ten years of genome-wide association studies of asthma,PubMed - exported 15/01/19,10.1038/cti.2017.54
Discovering dynamic brain networks from big data in rest and task,PubMed - exported 15/01/19,10.1016/j.neuroimage.2017.06.077
BMI and Mortality in UK Biobank: Revised Estimates Using Mendelian Randomization,Embase - exported 15/01/19,10.1002/oby.22313
"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank",Embase - exported 15/01/19,10.1016/S2213-2600(15)00283-0
Genome-wide association analyses for lung function and chronic obstructive pulmonary disease identify new loci and potential druggable targets,Embase - exported 15/01/19,10.1038/ng.3787
Novel Blood Pressure Locus and Gene Discovery Using Genome-Wide Association Study and Expression Data Sets From Blood and the Kidney,,
Chronic widespread bodily pain is increased among individuals with history of fracture: findings from UK Biobank,Embase - exported 15/01/19,10.1007/s11657-015-0252-1
Traumatic injuries in revue dancers,Embase - exported 15/01/19,http://dx.doi.org/10.12678/1089-313X.18.1.22
Ballet as high-performance activity: health risks exemplified by acute injuries in dance students,Embase - exported 15/01/19,10.1055/s-0032-1312947
Dance floors as injury risk: Analysis and evaluation of acute injuries caused by dance floors in professional dance with regard to preventative aspects,Embase - exported 15/01/19,
Acute injuries in student circus artists with regard to gender specific differences,PubMed - exported 15/01/19,
"Genome-wide analysis in UK Biobank identifies four loci associated with mood instability and genetic correlation with major depressive disorder, anxiety disorder and schizophrenia",PubMed - exported 15/01/19,10.1038/s41398-017-0012-7
Does coffee consumption impact on heaviness of smoking?,WoSCC - exported 15/01/19,10.1111/add.13888
Genome-wide association analysis identifies novel blood pressure loci and offers biological insights into cardiovascular risk,Embase - exported 15/01/19,10.1038/ng.3768
Using structural equation modelling to jointly estimate maternal and fetal effects on birthweight in the UK Biobank,Embase - exported 15/01/19,10.1093/ije/dyy015
Mexican American and South Asian population-based cohorts reveal high prevalence of type 2 diabetes and crucial differences in metabolic phenotypes,WoSCC - exported 15/01/19,10.1136/bmjdrc-2017-000436
"Education, Smoking, and Cohort Change: Forwarding a Multidimensional Theory of the Environmental Moderation of Genetic Effects",WoSCC - exported 15/01/19,10.1177/0003122418785368
"Personality Polygenes, Positive Affect, and Life Satisfaction",WoSCC - exported 15/01/19,10.1017/thg.2016.65
"Personality Polygenes, Positive Affect, and Life Satisfaction",Embase - exported 15/01/19,10.1017/thg.2016.65
Dietary Magnesium May Be Protective for Aging of Bone and Skeletal Muscle in Middle and Younger Older Age Men and Women: Cross-Sectional Findings from the UK Biobank Cohort,PubMed - exported 15/01/19,10.3390/nu9111189
Automated retinal image quality assessment on the UK Biobank dataset for epidemiological studies,Embase - exported 15/01/19,10.1016/j.compbiomed.2016.01.027
Automated Quantification of Retinal Vessel Morphometry in the UK Biobank Cohort,WoSCC - exported 15/01/19,10.1109/IPTA.2017.8310108
Automated arteriole and venule classification using deep learning for retinal images from the UK Biobank cohort,Embase - exported 15/01/19,10.1016/j.compbiomed.2017.09.005
Association of Total and Differential Leukocyte Counts With Cardiovascular Disease and Mortality in the UK Biobank,Embase - exported 15/01/19,10.1161/ATVBAHA.118.310945
Comparison of DNA quantification methodology used in the DNA extraction protocol for the UK Biobank cohort,PubMed - exported 15/01/19,10.1186/s12864-016-3391-x
Heritability of Atrial Fibrillation,PubMed - exported 15/01/19,10.1161/CIRCGENETICS.117.001838
Feasibility of MR-Based Body Composition Analysis in Large Scale Population Studies,PubMed - exported 15/01/19,10.1371/journal.pone.0163332
Dissection of major depressive disorder using polygenic risk scores for schizophrenia in two independent cohorts,PubMed - exported 15/01/19,10.1038/tp.2016.207
"Do regional brain volumes and major depressive disorder share genetic architecture? A study of Generation Scotland (n=19 762), UK Biobank (n=24 048) and the English Longitudinal Study of Ageing (n=5766)",Embase - exported 15/01/19,10.1038/tp.2017.148
Mortality Risk Reductions from Substituting Screen Time by Discretionary Activities,Embase - exported 15/01/19,10.1249/MSS.0000000000001206
Large-scale GWAS identifies multiple loci for hand grip strength providing biological insights into muscular fitness,Embase - exported 15/01/19,10.1038/ncomms16015
"Statistical machine learning of sleep and physical activity phenotypes from sensor data in 96,220 UK Biobank participants",PubMed - exported 15/01/19,10.1038/s41598-018-26174-1
A Frailty Index for UK Biobank Participants,PubMed - exported 15/01/19,10.1093/gerona/gly094
Phenotypic and Genetic Relationship Between BMI and Drinking in a Sample of UK Adults,Embase - exported 15/01/19,10.1007/s10519-017-9838-2
Phenotypic and genetic relationship between BMI and cigarette smoking in a sample of UK adults,Embase - exported 15/01/19,10.1016/j.addbeh.2018.09.025
Characterisation of liver fat in the UK Biobank cohort,PubMed - exported 15/01/19,10.1371/journal.pone.0172921
"Biomarkers: Delivering on the expectation of molecularly driven, quantitative health",WoSCC - exported 15/01/19,10.1177/1535370217744775
Red blood cell indices and anaemia as causative factors for cognitive function deficits and for Alzheimer's disease,PubMed - exported 15/01/19,10.1186/s13073-018-0556-z
A joint view on genetic variants for adiposity differentiates subtypes with distinct metabolic implications,WoSCC - exported 15/01/19,10.1038/s41467-018-04124-9
Risk thresholds for alcohol consumption: combined analysis of individual-participant data for 599 912 current drinkers in 83 prospective studies,Embase - exported 15/01/19,10.1016/S0140-6736(18)30134-X
"Variants in the FTO and CDKAL1 loci have recessive effects on risk of obesity and type 2 diabetes, respectively",PubMed - exported 15/01/19,10.1007/s00125-016-3908-5
Accuracy of Electronic Health Record Data for Identifying Stroke Cases in Large-Scale Epidemiological Studies: A Systematic Review from the UK Biobank Stroke Outcomes Group,PubMed - exported 15/01/19,10.1371/journal.pone.0140533
Accuracy of Patient Self-Report of Stroke: A Systematic Review from the UK Biobank Stroke Outcomes Group,Embase - exported 15/01/19,10.1371/journal.pone.0137538
Evaluation of the causal effects between subjective wellbeing and cardiometabolic health: mendelian randomisation study,PubMed - exported 15/01/19,10.1136/bmj.k3788
Genome-wide association analyses identify 44 risk variants and refine the genetic architecture of major depression,WoSCC - exported 15/01/19,10.1038/s41588-018-0090-3
Genetic variants associated with mosaic Y chromosome loss highlight cell cycle genes and overlap with cancer susceptibility,WoSCC - exported 15/01/19,10.1038/ng.3821
"Adverse metabolic and mental health outcomes associated with shiftwork in a population-based study of 277,168 workers in UK biobank<sup/>",WoSCC - exported 15/01/19,10.1080/07853890.2017.1292045
"Population-level seasonality in cardiovascular mortality, blood pressure, BMI and inflammatory cells in UK biobank",Embase - exported 15/01/19,10.1080/07853890.2018.1472389
Interactions of coffee consumption and postmenopausal hormone use in relation to breast cancer risk in UK Biobank,Embase - exported 15/01/19,10.1007/s10552-018-1028-x
Quantifying the extent to which index event biases influence large genetic association studies,Embase - exported 15/01/19,10.1093/hmg/ddw433
"Genetic Evidence for a Link Between Favorable Adiposity and Lower Risk of Type 2 Diabetes, Hypertension, and Heart Disease",Embase - exported 15/01/19,10.2337/db15-1671
De Novo pattern discovery enables robust assessment of functional consequences of noncoding variants,PubMed - exported 15/01/19,10.1093/bioinformatics/bty826
"Concepts, estimation and interpretation of SNP-based heritability",WoSCC - exported 15/01/19,10.1038/ng.3941
Dissection of genetic variation and evidence for pleiotropy in male pattern baldness,PubMed - exported 15/01/19,10.1038/s41467-018-07862-y
"Reaction time, cardiorespiratory fitness and mortality in UK Biobank: An observational study",PsycINFO - exported 15/01/19,10.1016/j.intell.2017.11.006
"Association of walking pace and handgrip strength with all-cause, cardiovascular, and cancer mortality: a UK Biobank observational study",Embase - exported 15/01/19,10.1093/eurheartj/ehx449
Imprint of assortative mating on the human genome,WoSCC - exported 15/01/19,10.1038/s41562-018-0476-3
Meta-analysis of genome-wide association studies for height and body mass index in approximately 700000 individuals of European ancestry,Embase - exported 15/01/19,10.1093/hmg/ddy271
Detection and quantification of inbreeding depression for complex traits from SNP data,Embase - exported 15/01/19,10.1073/pnas.1621096114
Multiple novel gene-by-environment interactions modify the effect of FTO variants on body mass index,Embase - exported 15/01/19,10.1038/ncomms12724
Identifying loci affecting trait variability and detecting interactions in genome-wide association studies,Embase - exported 15/01/19,10.1038/s41588-018-0225-6
"Birthweight, Type 2 Diabetes Mellitus, and Cardiovascular Disease: Addressing the Barker Hypothesis With Mendelian Randomization",WoSCC - exported 15/01/19,10.1161/CIRCGEN.117.002054
Patterns of Multimorbidity in Middle-Aged and Older Adults: An Analysis of the UK Biobank Data,Embase - exported 15/01/19,http://dx.doi.org/10.1016/j.mayocp.2018.02.012
Signatures of negative selection in the genetic architecture of human complex traits,Embase - exported 15/01/19,10.1038/s41588-018-0101-4
Genome-wide analyses using UK Biobank data provide insights into the genetic architecture of osteoarthritis,Embase - exported 15/01/19,10.1038/s41588-018-0079-y
Automated Quality Assessment of Cardiac MR Images Using Convolutional Neural Networks,WoSCC - exported 15/01/19,https://doi.org/10.1007/978-3-319-46630-9_14
Automatic Assessment of Full Left Ventricular Coverage in Cardiac Cine Magnetic Resonance Imaging with Fisher Discriminative 3D CNN,Embase - exported 15/01/19,10.1109/TBME.2018.2881952
Cell-type-specific eQTL of primary melanocytes facilitates identification of melanoma susceptibility genes,WoSCC - exported 15/01/19,10.1101/gr.233304.117
Genome-wide association reveals that common genetic variation in the kallikrein-kinin system is associated with serum L-arginine levels,Embase - exported 15/01/19,10.1160/TH16-02-0151
Estimation of complex effect-size distributions using summary-level statistics from genome-wide association studies across 32 complex traits,WoSCC - exported 15/01/19,10.1038/s41588-018-0193-x
Heritability of Regional Brain Volumes in Large-Scale Neuroimaging and Genetic Studies,PubMed - exported 15/01/19,10.1093/cercor/bhy157
Age-Related Differences in Brain Morphology and the Modifiers in Middle-Aged and Older Adults,PubMed - exported 15/01/19,10.1093/cercor/bhy300
PhenoSpD: an integrated toolkit for phenotypic correlation estimation and multiple testing correction using GWAS summary statistics,Embase - exported 15/01/19,10.1093/gigascience/giy090
3-D Consistent and Robust Segmentation of Cardiac Images by Deep Learning With Spatial Propagation,Embase - exported 15/01/19,10.1109/TMI.2018.2820742
"Habitual coffee consumption and cognitive function: a Mendelian randomization meta-analysis in up to 415,530 participants",Embase - exported 15/01/19,10.1038/s41598-018-25919-2
Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies,Embase - exported 15/01/19,10.1038/s41588-018-0184-y
A genome-wide cross-trait analysis from UK Biobank highlights the shared genetic architecture of asthma and allergic diseases,Embase - exported 15/01/19,10.1038/s41588-018-0121-0
Causal associations between risk factors and common diseases inferred from GWAS summary data,WoSCC - exported 15/01/19,10.1038/s41467-017-02317-2
Genetic studies of human neuropathic pain conditions: a review,WoSCC - exported 15/01/19,10.1097/j.pain.0000000000001099
Circulating Phylloquinone Concentrations and Risk of Type 2 Diabetes: A Mendelian Randomization Study,Embase - exported 15/01/19,10.2337/db18-0543
