"article_id","title","access_article.kd","access_article.mg","access_supp.kd","access_supp.mg","comments.kd","comments.mg","design.kd","design.mg","design_all.kd","design_all.mg","design_ev.kd","design_ev.mg","design_judg.kd","design_judg.mg","design_judg_4_TEXT.kd","design_judg_4_TEXT.mg","design_judg_rat.kd","design_judg_rat.mg","title_sub"
"Spenc2018ases1293","Medications that relax the lower oesophageal sphincter and risk of oesophageal cancer: An analysis of two independent population-based databases","Yes",NA,"Yes",NA,NA,NA,"no_statement",NA,"case-control",NA,NA,NA,"case-control",NA,NA,NA,"compared exposures of people with and without oesophageal cancer",NA,NA
"Steel2019ants.003","Associations of dietary protein intake with bone mineral density: An observational study in 70,215 UK Biobank participants","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""the cross-sectional nature of this study""","Because of the cross-sectional nature of this study we were unable to determine the temporal relationships between diet and BMD and, as with any observational study, association may not necessarily infer causation.",NA,NA,NA,NA,NA,NA,"associationsofdietaryproteinintakewithbonemineraldensityanobservationalstudyinukbiobankparticipants"
"Stile2017bankx080","A small amount of precisely measured high-intensity habitual physical activity predicts bone health in pre- and post-menopausal women in UK Biobank","Yes","Yes","Not present","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional"," ""In a cross-sectional analysis, associations between categories of time ... spent above the intensity thresholds and .... measures of bone health ... were examined""."," In a cross-sectional analysis, associations between categories of time (<1, 1–2 and =2 minutes) spent above the intensity thresholds and calcaneal quantitative ultrasound measures of bone health (bone mineral density T-score, BMDT-score; speed of sound, SOS; and broadband ultrasound attenuation, BUA) were examined.",NA,NA,NA,NA,NA,NA,"asmallamountofpreciselymeasuredhighintensityhabitualphysicalactivitypredictsbonehealthinpreandpostmenopausalwomeninukbiobank"
"Strac2017dies5381","Ventilatory function as a predictor of mortality in lifelong non-smokers: evidence from large British cohort studies","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"""In this report, we compare the relationship of lung function measures (FEV1 and FVC) with subsequent mortality in UK Biobank (UKB)"". Did not sample based on outcomes","In UK Biobank, among 149 343 white never-smokers aged 40–69 years at entry, 2401 deaths occurred over a mean of 6.5-year follow-up. ","ventilatoryfunctionasapredictorofmortalityinlifelongnonsmokersevidencefromlargebritishcohortstudies"
"Tong2018banky042","Anthropometric and physiologic characteristics in white and British Indian vegetarians and nonvegetarians in the UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""We aimed to perform cross-sectional analyses of diet group with anthropometric and physiologic characteristics in a large cohort in the United Kingdom.""","We aimed to perform cross-sectional analyses of diet group with anthropometric and physiologic characteristics in a large cohort in the United Kingdom.",NA,NA,NA,NA,NA,NA,"anthropometricandphysiologiccharacteristicsinwhiteandbritishindianvegetariansandnonvegetariansintheukbiobank"
"Tran2018dies4796","Proton pump inhibitor and histamine-2 receptor antagonist use and risk of liver cancer in two population-based studies","Yes","Yes","Not present","Not present","contains separate study in another cohort",NA,"cohort","case-control","cohort","case-control","""We also conducted a prospective cohort study within the UK Biobank using self-reported medication use and cancer-registry recorded primary liver cancer""","We conducted a nested case-control study within the Primary Care Clinical Informatics Unit (PCCIU) database in which up to five controls were matched to cases with primary liver cancer, recorded by General Practitioner",NA,NA,NA,NA,NA,NA,"protonpumpinhibitorandhistaminereceptorantagonistuseandriskoflivercancerintwopopulationbasedstudies"
"Travi2016diesw169","Night Shift Work and Breast Cancer Incidence: Three Prospective Studies and Meta-analysis of Published Studies","Yes","Yes","Yes","Yes",NA,NA,"no_statement","cohort","cohort","cohort",NA,"Night Shift Work and Breast Cancer Incidence: Three Prospective Studies and Meta-analysis of Published Studies","cohort",NA,NA,NA,"""UK Biobank participants answered questions on shift work and were followed for incident cancer"", ""Cox regression models were used to calculate breast cancer incidence rate ratios ... comparing... women reporting night shift work with those who had never worked night shifts""",NA,"nightshiftworkandbreastcancerincidencethreeprospectivestudiesandmetaanalysisofpublishedstudies"
"Tyrre2013tudyt220","Parental diabetes and birthweight in 236 030 individuals in the UK biobank study","Yes","Yes","Present but not accessible","Yes",NA,NA,NA,"no_statement",NA,"cross-sectional",NA,NA,NA,"cross-sectional",NA,NA,NA,"association between change in birth weight and parental diabetes.","parentaldiabetesandbirthweightinindividualsintheukbiobankstudy"
"Tyrre2014ease0041","Prevalence, associated factors, and comorbid conditions for Meniere's disease","Yes","Yes","Yes","Not present",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""The authors used cross-sectional data from the UK Biobank to compare 1376 self-reported Ménière’s participants with over 500,000 without Ménière’s.""","The authors used cross-sectional data from the UK Biobank to compare 1376 self-reported Meniere's participants with over 500,000 without Meniere's.",NA,NA,NA,NA,NA,NA,"prevalenceassociatedfactorsandcomorbidconditionsformenieresdisease"
"Tyrre2015bank0132","Associations of Leg Length, Trunk Length, and Total Adult Height With Meniere's: Cross-Sectional Analysis in the UK Biobank","Yes","Yes","Not present","Not present",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""We analyzed the retrospective cross-sectional recruitment baseline data in individuals with full data ""","Cross-sectional data from the UK Biobank were used to compare 1,327 self-reported Meniere's cases with 479,500 controls.",NA,NA,NA,NA,NA,NA,"associationsofleglengthtrunklengthandtotaladultheightwithmenierescrosssectionalanalysisintheukbiobank"
"Tyrre2015bank0732","Mental Health and Subjective Well-being of Individuals With Meniere's: Cross-sectional Analysis in the UK Biobank","Present but not accessible","Not present","Present but not accessible","Not present",NA,NA,NA,"cross-sectional",NA,"cross-sectional",NA,"in title (can't find article)",NA,NA,NA,NA,NA,NA,"mentalhealthandsubjectivewellbeingofindividualswithmenierescrosssectionalanalysisintheukbiobank"
"Ul-Ha2014ants-153","Gender differences in the association between adiposity and probable major depression: a cross-sectional study of 140,564 UK Biobank participants","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""We conducted a cross-sectional study using baseline data on the sub-group of UK Biobank""","We conducted a cross-sectional study using baseline data on the sub-group of UK Biobank participants who were assessed for mood disorder.",NA,NA,NA,NA,NA,NA,"genderdifferencesintheassociationbetweenadiposityandprobablemajordepressionacrosssectionalstudyofukbiobankparticipants"
"Ul-Ha2014ants3077","Heaviness, health and happiness: a cross-sectional study of 163066 UK Biobank participants","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""We conducted a cross-sectional study of the 163 066 UK Biobank participants who completed the happiness rating. ""","Methods We conducted a cross-sectional study of the 163 066 UK Biobank participants who completed the happiness rating.",NA,NA,NA,NA,NA,NA,"heavinesshealthandhappinessacrosssectionalstudyofukbiobankparticipants"
"Usher2018bank.463","External validation of risk prediction models for incident colorectal cancer using UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"Sampled everyone without a prior diagnosis of colorectal cancer (CC) then compared risk models for developing CC at follow up","External validation of fourteen risk models from a previous systematic review in 373 112 men and women within the UK Biobank cohort with 5-year follow-up","externalvalidationofriskpredictionmodelsforincidentcolorectalcancerusingukbiobank"
"vande2018eath8341","Heart Rate Recovery 10 Seconds After Cessation of Exercise Predicts Death","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"""The purpose of this work was therefore to systematically study HRR at multiple time intervals after cessation of exercise as predictors of mortality."" Did not sample based on outcome. Used cox proportional models.","During a median follow-up period of 6 years, 536 participants died (including 39 of coronary artery disease). ","heartraterecoverysecondsaftercessationofexercisepredictsdeath"
"vonSc2018hort4458","Associations between chronotype, morbidity and mortality in the UK Biobank cohort","Yes","Yes","Yes","Yes",NA,NA,"no_statement","cohort","cohort","cohort",NA,"The unique strengths of this study include its large sample size and the prospective study design.","cohort",NA,NA,NA,"""The unique strengths of this study include its ... prospective study design"" and examined associations between chronotype and all cause mortality and CVD mortality",NA,"associationsbetweenchronotypemorbidityandmortalityintheukbiobankcohort"
"Walke2016bank52-1","Chronic widespread bodily pain is increased among individuals with history of fracture: findings from UK Biobank","Yes","Yes","Not present","Not present",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""In this cross-sectional analysis of the UK Biobank""","In this cross-sectional analysis of the UK Biobank cohort, a history of fracture was associated with increased risk of current widespread chronic pain.",NA,NA,NA,NA,NA,NA,"chronicwidespreadbodilypainisincreasedamongindividualswithhistoryoffracturefindingsfromukbiobank"
"Welch2017hort1189","Dietary Magnesium May Be Protective for Aging of Bone and Skeletal Muscle in Middle and Younger Older Age Men and Women: Cross-Sectional Findings from the UK Biobank Cohort","Yes","Yes","Not present","Not present",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""We analysed cross-sectional associations between dietary magnesium and skeletal muscle mass ..., grip strength, and bone density ... in ... the UK Biobank cohort""","We analysed cross-sectional associations between dietary magnesium and skeletal muscle mass (as fat free mass—FFM), grip strength, and bone density (BMD) in 156,575 men and women aged 39–72 years from the UK Biobank cohort.",NA,NA,NA,NA,NA,NA,"dietarymagnesiummaybeprotectiveforagingofboneandskeletalmuscleinmiddleandyoungerolderagemenandwomencrosssectionalfindingsfromtheukbiobankcohort"
"Welsh2018bank0945","Association of Total and Differential Leukocyte Counts With Cardiovascular Disease and Mortality in the UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"no_statement","cross-sectional,no_statement","cohort","cohort,cross-sectional",NA,"Cross-Sectional Associations","cohort","cohort",NA,NA,"""we examined the association between WBC and the differential leukocyte counts with all-cause mortality, CVD mortality, and non-CVD mortality in the UK Biobank population"". Did not sample based on outcome","Death because of CVD (n=1377) and non-CVD causes (n=8987) occurred during median follow-up time of 7.0 years (interquartile range, 6.3–7.6).","associationoftotalanddifferentialleukocytecountswithcardiovasculardiseaseandmortalityintheukbiobank"
"Wijnd2017ties1206","Mortality Risk Reductions from Substituting Screen Time by Discretionary Activities","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"""We estimated the all-cause mortality risk reductions associated with substituting leisure screen time with different discretionary physical activity types"". Did not sample based on outcome. Outcome measured at follow up. Used Cox regression. ","A total of 423,659 UK Biobank participants, without stroke, myocardial infarction, or cancer history, were followed for 7.6 (1.4) yr, median (interquartile range [IQR]). ","mortalityriskreductionsfromsubstitutingscreentimebydiscretionaryactivities"
"Willi2019antsy094","A Frailty Index for UK Biobank Participants","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"""we assessed associations of the [fragility index] with age, sex, and risk of all-cause mortality (follow-up = 9.7 years) using linear and Cox proportional hazards regression models.""","To validate the measure, we assessed associations of the FI with age, sex, and risk of all-cause mortality (follow-up = 9.7 years) using linear and Cox proportional hazards regression models.","afrailtyindexforukbiobankparticipants"
"Woodw2018bank2289","Women's reproductive factors and incident cardiovascular disease in the UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"""In the present study, we use prospective data from 482<U+2009>000 women and men in the UK Biobank to assess the relationship between reproductive factors and the risk of incident CVD in later life"" using Cox proportional models. Did not sample based on outcome (CVD) which was measured at follow-up","Methods Between 2006 and 2010, the UK Biobank recruited over 500<U+2009>000 participants aged 40–69 years across the UK. During 7 years of follow-up, 9054 incident cases of CVD (34% women), 5782 cases of coronary heart disease (CHD) (28% women), and 3489 cases of stroke (43% women) were recorded among 267<U+2009>440 women and 215<U+2009>088 men without a history of CVD at baseline. Cox regression models yielded adjusted hazard ratios (HRs) for CVD, CHD and stroke associated with reproductive factors.","womensreproductivefactorsandincidentcardiovasculardiseaseintheukbiobank"
"Wyse2017up/>2045","Adverse metabolic and mental health outcomes associated with shiftwork in a population-based study of 277,168 workers in UK biobank<sup/>","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","no_statement","cross-sectional","case-control","""In this large cross sectional study of UK workers, shiftwork was associated with obesity, depression and sleep disturbance, despite higher levels of physical activity.""",NA,NA,"case-control",NA,NA,NA,"shift-work and non-shift-work are case and control","adversemetabolicandmentalhealthoutcomesassociatedwithshiftworkinapopulationbasedstudyofworkersinukbiobanksup"
"Wyse2018bank2389","Population-level seasonality in cardiovascular mortality, blood pressure, BMI and inflammatory cells in UK biobank","Yes","Yes","Present but not accessible","Present but not accessible",NA,"Redid saying the supplementary material was there (even though it wasn't) so I could document the method/design as it was clearly stated.",NA,"cross-sectional",NA,"cross-sectional",NA,"In this cross-sectional study in UK Biobank, we report annual variations in cardiovascular risk factors and mortality that were associated with day length independent of environmental and lifestyle factors.",NA,NA,NA,NA,NA,NA,"populationlevelseasonalityincardiovascularmortalitybloodpressurebmiandinflammatorycellsinukbiobank"
"Yaghj2018bank28-x","Interactions of coffee consumption and postmenopausal hormone use in relation to breast cancer risk in UK Biobank","Yes","Yes","Not present","Not present",NA,NA,"no_statement","cohort","case-control","cohort",NA,"In this prospective cohort of 126,182 women, 2,636 women developed breast cancer and 123,546 women remained cancer-free during the follow-up.","case-control",NA,NA,NA,"investigated the associations of coffee consumption in women with & without breast cancer",NA,"interactionsofcoffeeconsumptionandpostmenopausalhormoneuseinrelationtobreastcancerriskinukbiobank"
"Yates2017tudyx449","Association of walking pace and handgrip strength with all-cause, cardiovascular, and cancer mortality: a UK Biobank observational study","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"""Aims: To quantify the association of self-reported walking pace and handgrip strength with all-cause, cardiovascular, and cancer mortality"" measured at follow up. Used Cox proportional hazard models.","In the full cohort, Cox-proportional hazard models were used to investigate the association of walking pace and handgrip strength with mortality using age as time scale.","associationofwalkingpaceandhandgripstrengthwithallcausecardiovascularandcancermortalityaukbiobankobservationalstudy"
"Yates2018tudy.006","Reaction time, cardiorespiratory fitness and mortality in UK Biobank: An observational study","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"investigates ""whether intelligence, reaction time and cardiorespiratory fitness are independently associated with all-cause mortality"" at follow up","Over 5.8 years of follow-up, there were 779 deaths.","reactiontimecardiorespiratoryfitnessandmortalityinukbiobankanobservationalstudy"
"Zemed2018Data.012","Patterns of Multimorbidity in Middle-Aged and Older Adults: An Analysis of the UK Biobank Data","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","no_statement","cross-sectional","cross-sectional","""the present research was based on cross-sectional data""",NA,NA,"cross-sectional",NA,NA,NA,"due to the cross-sectional nature of the data, the study cannot establish any causal links between conditions","patternsofmultimorbidityinmiddleagedandolderadultsananalysisoftheukbiobankdata"
